"營利事業統一編號","公司代號","公司名稱","公司簡稱","產業類別","外國企業註冊地國","住址",,"董事長","總經理","發言人","發言人職稱","代理發言人","總機電話","成立日期","上市日期","普通股每股面額","實收資本額(元)","已發行普通股數或TDR原發行股數","私募普通股(股)","特別股(股)","編製財務報告類型","普通股盈餘分派或虧損撥補頻率","普通股年度(含第4季或後半年度)現金股息及紅利決議層級","股票過戶機構","過戶電話","過戶地址","簽證會計師事務所","簽證會計師1","簽證會計師2","英文簡稱","英文通訊地址","傳真機號碼","電子郵件信箱","公司網址","投資人關係聯絡人","投資人關係聯絡人職稱","投資人關係聯絡電話","投資人關係聯絡電子郵件","公司網站內利害關係人專區網址",,,,,,,,,,,,,,,,,,
"11337775","2603","長榮海運股份有限公司","長榮","航運業","－","台北市中山區民生東路二段166號",,"張衍義","吳光輝","吳光輝","總經理","莫政平","(02)2505-7766","1968/09/25","1987/09/21","新台幣",,,,,,,,,,,,,,,,,"10.0000元",21363053310,2136305331,0,0,"合併","每年","股東會","股務課","(02)2500-1668","台北市中山區民生東路二段166號2樓","資誠聯合會計師事務所","賴宗羲","周筱姿","EMC","NO.166 , SEC.2 , MINSHENG EAST ROADTAIPEI , TAIWAN , R.O.C","(03)351-0973","public@evergreen-marine.com","www.evergreen-marine.com","莫政平","財務部部主管","02-25001268","percymo@evergreen-marine.com","http://www.evergreen-marine.com/tw/tbi1/jsp/TBI1_Stakeholder.jsp",
"11812103","2605","新興航運股份有限公司","新興","航運業","－","台北市大安區復興南路一段368號14樓",,"許積皋","許積皋","許志鴻","財務處副總經理","范曉婷","02-27037055","1968/02/27","1989/12/08","新台幣",,,,,,,,,,,,,,,,,"10.0000元",5853532970,585353297,0,0,"合併","每年","董事會","中國信託商業銀行代理部","02-66365566","台北市重慶南路一段83號5樓","資誠聯合會計師事務所","林一帆","廖福銘","SNC","14F, No.368 , FU HSING SOUTH ROAD,SECTION 1.TAIPEI, TAIWAN, R.O.C.","02-27003374","ad@snc.com.tw","http://www.snc.com.tw/","許志鴻","財務處副總經理","02-27037055#282","ad@snc.com.tw","www.snc.com.tw/§Q?`???Y?H",
"47067419","2606","裕民航運股份有限公司","裕民","航運業","－","台北市敦化南路二段207號29樓",,"徐旭東","王書吉","張宗良","副總經理","陳長生","(02)27338000","1968/08/29","1990/12/08","新台幣",,,,,,,,,,,,,,,,,"10.0000元",8450557120,845055712,0,0,"合併","每年","股東會","亞東證券股份有限公司","(0277531699","新北市板橋區新站路16號13樓","勤業眾信聯合會計師事務所","林文欽","戴信維","U-MING","29TH FL.,TAIPEI METRO TOWER,207,SEC.2,TUN HWA S.RD.TAIPEI 106,TAIWAN,REPUBLIC OF CHINA","(02)27359900","uming@metro.feg.com.tw","http://www.uming.com.tw","張宗良","副總經理","(02)27376008","bismark@metro.feg.com.tw","http://www.uming.com.tw/investor_relations",
"04406559","2607","長榮國際儲運股份有限公司","榮運","航運業","－","桃園市桃園區經國路899號",,"邱顯育","林振芳","林振芳","總經理","陳成邦","03-3252060","1973/10/05","1990/12/14","新台幣",,,,,,,,,,,,,,,,,"10.0000元",10671410940,1067141094,0,0,"合併","每年","股東會","長榮國際儲運股份有限公司股務","02-25001668","台北市中山區民生東路二段166號2樓","資誠聯合會計師事務所","賴宗羲","周筱姿","EITC","899, CHING KUO ROAD,TAOYUAN DIST., TAOYUAN CITY, TAIWAN","03-3462009","mgt@evergreen-eitc.com.tw","www.evergreen-eitc.com.tw","高懿珍","經理","03-3252060","fin@evergreen-eitc.com.tw","http://www.evergreen-eitc.com.tw/eitchtdocs/jsp/c_7/c_7_7_1.jsp",
"51015548","2608","嘉里大榮物流股份有限公司","嘉里大榮","航運業","－","台北市中正區新生南路一段50號14樓",,"沈宗桂","財務暨行政總處：阮慧雯；營運總處：滕德昌","阮慧雯","財務暨行政總處總經理","胡明昌總務處協理","02-33226888","1959/12/21","1990/12/20","新台幣",,,,,,,,,,,,,,,,,"10.0000元",4670004980,467000498,0,0,"合併","每年","股東會","永豐金證券股份有限公司","02-23816288","台北市博愛路17號3樓","勤業眾信聯合會計師事務所","吳麗冬","蘇定堅","Kerry TJ","14F., No.50, Sec. 1, Xinsheng S. Road,TAI-PEI,TAIWAN,R.O.C","02-33226777","investor@kerrytj.com","http://www.kerrytj.com","胡明昌","協理","02-33226888","investor@kerrytj.com","https://www.kerrytj.com/zh/esg/stakeholders/sustainable_stakeholder.html",
"04200199","2609","陽明海運股份有限公司","陽明","航運業","－","基隆市七堵區明德一路271號",,"鄭貞茂","杜書勤","杜書勤","總經理","蘇育文、劉麗雯","02-2455-9988","1972/12/29","1992/04/20","新台幣",,,,,,,,,,,,,,,,,"10.0000元",34921042700,3492104270,0,0,"合併","每年","股東會","凱基證券股份有限公司","02-2389-2999","台北市中正區重慶南路一段2號5樓","勤業眾信聯合會計師事務所","鄭欽宗","楊承修","YMTC","271 Ming De 1st Road, ChiduKeelung Taiwan 206, R.O.C.","02-2455-9988","cs@yangming.com","http://www.yangming.com/","張景博","資深管理師","02-2455-9988","FFIC@yangming.com","https://www.yangming.com/investor_relations/Corporate_Governance/Stakeholder.aspx",
"11145904","2610","中華航空股份有限公司","華航","航運業","－","桃園市大園區航站南路一號",,"謝世謙","高星潢","魯淑慧","處長","顏洋","(03)399-8888","1959/09/07","1993/02/26","新台幣",,,,,,,,,,,,,,,,,"10.0000元",60513407440,6051340744,0,0,"合併","每年","董事會","中國信託商業銀行代理部","(02)6636-5566","台北市中正區重慶南路一段83號5樓","勤業眾信聯合會計師事務所","李冠豪","錢奕圻","CAL","No.1, Hangzhan S. Rd.,Dayuan Dist., Taoyuan City, Taiwan R.O.C","(03)399-8313","tpeprci@china-airlines.com","http://www.china-airlines.com","翁逸軒","財務處經理","03-3998361","tpeaf@china-airlines.com","https://www.china-airlines.com/tw/zh/about-us/stakeholder",
"33853232","2611","志信國際股份有限公司","志信","航運業","－","台北市中山區建國北路二段33號12樓",,"黃春發","徐明潭(副董事長兼任)","陳秀奇","財務長","林燕文","(02)2509-0036","1973/11/15","1993/10/28","新台幣",,,,,,,,,,,,,,,,,"10.0000元",1890022720,189002272,0,0,"合併","每年","董事會","統一綜合證券股份有限公司","(02)2746-3797","台北市松山區東興路８號Ｂ１樓","勤業眾信聯合會計師事務所","方涵妮","陳昭宇","TSI","12F., No.33, Sec. 2, Jianguo N. Rd., Zhongshan Dist.,Taipei City 104, Taiwan (R.O.C.)","(02)2500-7894","tstcomp@tsgroup.com.tw","www.tsgroup.com.tw","陳秀奇","財務長","02-25090036","tstcomp@tsgroup.com.tw","www.tsgroup.com.tw",
"43778070","2612","中國航運股份有限公司","中航","航運業","－","台北市濟南路一段15號9樓",,"彭士孝","戴聖堅","唐邦正","協理","孫賢中","(02)23963282","1978/01/31","1994/10/20","新台幣",,,,,,,,,,,,,,,,,"10.0000元",1974845930,197484593,0,0,"合併","每年","董事會","凱基證券股份有限公司","(02)23148800","台北市重慶南路一段二號五樓","安侯建業聯合會計師事務所","區耀軍","簡思娟","CMT","9TH., 15, CHI-NAN ROAD, SEC. 1TAIPEI TAIWAN","(02)23513082","cmt@agcmt.com.tw","http://www.cmt.tw","唐邦正","協理","02-23976670","inv.rel@agcmt.com.tw","http://www.cmt.tw",
"39014517","2613","中國貨櫃運輸股份有限公司","中櫃","航運業","－","新北市汐止區大同路三段二七五號",,"林宏年","吳清泉","劉家丞","副總經理","陳政宏","(02)86482211","1969/11/27","1995/01/20","新台幣",,,,,,,,,,,,,,,,,"10.0000元",1484234580,148423458,0,0,"合併","每年","董事會","中國信託商業銀行代理部","(02)66365566","台北市重慶南路一段83號5樓","資誠聯合會計師事務所","阮呂曼玉","林雅慧","CCTC","275,tatung road,sec.3,hsichihTaipei Hsien,Taiwan,Republic of China","(02)26491298","cctc@gcn.net.tw","http://www.cctcorp.com.tw","劉家丞","副總經理","(02)86482211#262","jeff225.liu@cctcorp.com.tw","http://www.cctcorp.com.tw",
"04964250","2614","東森國際股份有限公司","東森","其他","－","台北市復興南路一段368號5樓、8樓",,"廖尚文","廖尚文","鄭應娜","資深副總經理","沈耀祖","2755-7565","1975/05/14","1995/09/23","新台幣",,,,,,,,,,,,,,,,,"10.0000元",3002430700,300243070,0,0,"合併","每年","董事會","統一綜合證券(股)公司股務代理部","2746-3797","台北市松山區東興路8號地下一樓","安侯建業聯合會計師事務所","池世欽","黃欣婷","EMIC","5F、8F,NO.368 FU HSING S. RD., SEC.1TAIPEI, TAIWAN 106","2702-8079","emic@emic.com.tw","http://www.emic.com.tw","沈耀祖","副總經理","2755-7565","ir@emic.com.tw","http://www.emic.com.tw/www/index.php?action=contact&id=109",
"11395000","2615","萬海航運股份有限公司","萬海","航運業","－","台北市松江路136號10樓",,"久福花園股份有限公司","謝福隆","蘇麗梅","協理","謝福隆","02-25677961","1965/02/24","1996/05/16","新台幣",,,,,,,,,,,,,,,,,"10.0000元",28061462930,2806146293,0,0,"合併","每年","股東會","華南永昌綜合證券(股)公司股務部","02-27186425","台北市民生東路四段54號4樓","安侯建業聯合會計師事務所","郭柔蘭","陳宜君","WANHAI","10TH FL,136 SUNG CHIANG RD.TAIPEI,TAIWAN, R.O.C","02-25216000","laura_su@wanhai.com","http://tw.wanhai.com/","洪佳新","副理","02-25677961#6197","IR@wanhai.com","https://tw.wanhai.com/views/contactus/Contactus_invest.xhtml?file_num=75322&parent_id=65578&top_file",
"33983853","2616","山隆通運股份有限公司","山隆","油電燃氣業","－","新北市板橋區民生路一段1-2號1樓",,"鄭人豪","蕭煒騰","蕭煒騰","總經理","吳韋嬅","(02)29599611","1976/04/06","1997/11/08","新台幣",,,,,,,,,,,,,,,,,"10.0000元",1372818270,137281827,0,0,"合併","每年","股東會","山隆通運股份有限公司","(02)22225131","新北市板橋區民生路一段3號3樓","安侯建業聯合會計師事務所","區耀軍","辛郁婷","SLC","1th FLOOR NO.1-2,DWC.1 MN-SHENG RD.PANCHIAO CITY,TAIPEI COUNTY,TAIWAN,R.O.C","(02)29599441","meg.wu@slc.com.tw","www.slc.com.tw","吳韋嬅","協理","(02)2959-9611","meg.wu@slc.com.tw","www.slc.com.tw",
"03564713","2617","台灣航業股份有限公司","台航","航運業","－","台北市濟南路二段29號2~6樓",,"劉文慶","仇忠林","仇忠林","總經理","陳建州","02-23941769","1946/07/01","1998/06/24","新台幣",,,,,,,,,,,,,,,,,"10.0000元",4172944870,417294487,0,0,"合併","每年","股東會","台新證券股務代理部","02-25048125","台北市建國北路一段96號地下一樓","勤業眾信聯合會計師事務所","辛宥呈","翁雅玲","TNC","2-6FL,NO.29, SEC.2,CHI NAN ROADTAIPEI, TAIWAN,R.O.C.","02-23970640","tnctpe@taiwanline.com.tw","http://www.taiwanline.com.tw","陳建州","副總經理","02-23941769#241","tony@taiwanline.com.tw","http://www.taiwanline.com.tw/",
"23225229","2618","長榮航空股份有限公司","長榮航","航運業","－","桃園市蘆竹區新南路一段376號",,"林寶水","孫嘉明","陳耀銘","公共關係室副總經理","林司忠","03-3515151","1989/04/07","2001/09/17","新台幣",,,,,,,,,,,,,,,,,"10.0000元",54004443350,5400444335,0,0,"合併","每年","董事會","長榮航空股務課","02-2500-4100","台北市民生東路二段166號2樓","安侯建業聯合會計師事務所","陳雅琳","蘇彥達","EVAAIR","NO.376,SEC.1,HSIN-NAN ROADLUCHU DIST.,TAOYUAN CITY,TAIWAN","02-85003999","prd@evaair.com","www.evaair.com","江璞欣","財務部經理","02-85002300","finir@evaair.com","https://www.evaair.com/zh-tw/about-eva-air/stakeholder-interest/",
"11381701","2630","亞洲航空股份有限公司","亞航","航運業","－","台南市仁德區仁愛里機場路1050號",,"盧天麟","盧天麟","趙晉賢","副總經理","黃俊憲","06-2681911","1955/01/19","2018/02/22","新台幣",,,,,,,,,,,,,,,,,"10.0000元",2094382040,209438204,0,0,"合併","每年","董事會","富邦綜合證券股份有限公司","(02)23611300","100415台北市中正區許昌街 17 號11樓","安侯建業聯合會計師事務所","蘇彥達","陳永祥","AACL　　","No.1050, JiChang Rd., Rende Dist.Tainan City 717, Taiwan, ROC","06-2691792","IR@airasia.com.tw","http://www.airasia.com.tw","趙晉賢","副總經理","06-2681911","IR@airasia.com.tw","http://www.airasia.com.tw/index.php?option=module&lang=cht&task=showlist&id=456&index=6",
"16446274","2633","台灣高速鐵路股份有限公司","台灣高鐵","航運業","－","(11568)台北市南港區經貿二路66號13樓",,"江耀宗","鄭光遠","顏昭立","資深副總經理","鄒衡蕪副總經理","02-8789-2000","1998/05/11","2016/10/27","新台幣",,,,,,,,,,,,,,,,,"10.0000元",56282930580,5628293058,3000000000,0,"個別","每年","股東會","富邦綜合證券股務代理部","02-2361-1300","台北市中正區許昌街17號11樓","資誠聯合會計師事務所","于智帆","周建宏","THSRC","13F., No.66, Jingmao 2nd Rd ., Nangang DistrictTaipei City 11568, Taiwan, R.O.C.　","02-8789-3000","Spokesman_MBOX@thsrc.com.tw","www.thsrc.com.tw","孫克華","資深經理","02-87251359","FND_MBOX@thsrc.com.tw","http://www.thsrc.com.tw/tw/Article/ArticleContent/699e4e91-3cdd-422c-8dc4-ed8747a11195",
"97160544","2634","漢翔航空工業股份有限公司","漢翔","航運業","－","台中市西屯區漢翔路1號",,"胡開宏","馬萬鈞","馬萬鈞","總經理","周峻","04-27020001","1996/07/01","2014/08/25","新台幣",,,,,,,,,,,,,,,,,"10.0000元",9418671010,941867101,0,0,"合併","每年","股東會","福邦證券股份有限公司","02-23711658","台北市中正區忠孝西路一段六號六樓","勤業眾信聯合會計師事務所","曾棟鋆","蔣淑菁","AIDC　　","No.1, Hanxiang RoadTaichung, 40722 Taiwan, R.O.C.","04-22842295","IR@ms.aidc.com.tw","www.aidc.com.tw","吳盈君","管理師","04-22842881","ir@ms.aidc.com.tw","http://www.aidc.com.tw/tw/cse/stakeholder",
"22358734","2636","台驊國際投資控股股份有限公司","台驊投控","航運業","－","台北市信義區忠孝東路四段 563 號 12樓",,"顏益財","侯倬倫","王春英","協理","游慧如","27532093","1987/02/04","2016/12/22","新台幣",,,,,,,,,,,,,,,,,"10.0000元",1433912300,143391230,0,0,"合併","每半會計年度","董事會","中國信託商業銀行代理部","02-6636-5566","台北市中正區重慶南路一段83號5樓","安侯建業聯合會計師事務所","陳蓓琪","于紀隆","T3EX","12F. , No. 563 , Sec . 4, Zhongxiao E. Rd . ,Xinyi District ,Taipei City 11072 , Taiwan","27657197","spokesman@t3ex-group.com","www.t3ex-group.com","王春英","董事長秘書","27532093","spokesman@t3ex-group.com","www.t3ex-group.com",
"25637751","2637","慧洋海運股份有限公司","慧洋-KY","航運業","KY","Clifton House, 75 Fort Street, PO Box 1350, Grand Cayman KY1",,"藍俊昇","藍俊昇","薛亦駿","財務長","趙子隆","02-27552637","2008/10/21","2010/12/01","新台幣",,,,,,,,,,,,,,,,,"10.0000元",7464091990,746409199,0,0,"合併","每年","股東會","永豐金證券股份有限公司","02-23816288","台北市中正區博愛路17號3F","安永聯合會計師事務所","呂倩雯","劉榮進","WISDOM","Rm. 711, 7th Fl, No 237, Fu-Hsing S. Rd. Sec.2Taipei , Taiwan","02-27556865","ir@wisdomlines.com.tw","www.wisdomlines.com.tw","牟冠諭","NA","02-27552637","ir@wisdomlines.com.tw","http://www.wisdomlines.com.tw/esg",
"27767961","2640","台灣大車隊股份有限公司","大車隊","數位雲端","－","台北市中山區長安東路二段162號2樓",,"林村田","楊榮輝","林念臻","執行長","楊雅玲","02-25160966","2005/09/09","2012/11/07","新台幣",,,,,,,,,,,,,,,,,"10.0000元",592649560,59264956,0,0,"合併","每年","董事會","凱基證券股份有限公司","02-23892999","台北市中正區重慶南路一段2號5樓","資誠聯合會計師事務所","支秉鈞","李秀玲","TaiwanTaxi","2F., No.162, Sec. 2, Chang’an E. Rd., Zhongshan Dist.,Taipei City 104, Taiwan (R.O.C.)","02-25160900","ir@taiwantaxi.com.tw","www.taiwantaxi.com.tw","林念臻","執行長","02-25160966","ir@taiwantaxi.com.tw","http://www.taiwantaxi.com.tw/taiwantaxi/invest.asp",
"16467798","2641","正德海運股份有限公司","正德","航運業","－","(802)高雄市苓雅區海邊路31號3樓",,"蔡邦權","蔡景仲","林勝鶴","副總經理","申翔宇","07-9697988","1998/09/29","2014/10/09","新台幣",,,,,,,,,,,,,,,,,"10.0000元",2988805770,298880577,0,0,"合併","每年","董事會","福邦證券股務代理部","02-2383-6888","台北市中正區忠孝西路一段6號6樓","資誠聯合會計師事務所","王國華","廖阿甚","Franbo Lines","3F, No.31, Haibian Rd., Lingya Dist.,Kaohsiung City 802, Taiwan (R.O.C.)","07-9697997","kevincheng@franbo.com.tw","www.franbo.com.tw","林勝鶴","副總經理","07-9697988","kevincheng@franbo.com.tw","http://www.franbo.com.tw/financial.asp?id=20",
"70624227","2642","台灣宅配通股份有限公司","宅配通","航運業","－","新北市中和區圓通路288號",,"邱純枝","徐慶懿","廖浩廷","協理","周政雄","02-66165500","1999/09/10","2013/12/12","新台幣",,,,,,,,,,,,,,,,,"10.0000元",954670000,95467000,0,0,"合併","每年","股東會","凱基證券股份有限公司股務代理部","02-23892999","台北市重慶南路一段2號5樓","資誠聯合會計師事務所","徐明釧","涂展源","Pelican","2F, No. 19-9, San Chong Road, Nan-Kang, Taipei 115, Taiwan, R.O.C.Taiwan, R.O.C.","02-66163300","c220909@e-can.com.tw","http://www.e-can.com.tw","廖浩廷","協理","02-66165500分機399","haliau@e-can.com.tw","https://www.e-can.com.tw/aboutUs_contact.aspx",
"12479610","2643","捷迅股份有限公司","捷迅","航運業","－","台北市內湖區瑞光路34號4樓",,"顧城明","孫鋼銀","葉子菁","副總經理","楊永華","(02)8792-9897","1984/02/13","2016/03/04","新台幣",,,,,,,,,,,,,,,,,"10.0000元",350000000,35000000,0,0,"合併","每年","董事會","中國信託商業銀行代理部","(02)6636-5566","台北市重慶南路一段83號5樓","勤業眾信聯合會計師事務所","黃海悅","劉力維","Soonest","4F, NO. 34, Rui Guang Rd.,Taipei, 11491 Taiwan, R. O. C.","(02)8792-9658","soonestinv@soonest.com.tw","http://www.soonest.com","葉子菁","副總經理","(02)8792-9461","soonestinv@soonest.com.tw","http://www.soonest.com",
"16097775","2645","長榮航太科技股份有限公司","長榮航太","航運業","－","桃園市大園區航站南路6號",,"黃南宏","李緯章","李緯章","總經理","陳啟民","03-3519500","1997/11/10","2023/03/14","新台幣",,,,,,,,,,,,,,,,,"10.0000元",3745709620,374570962,0,0,"個別","每年","董事會","凱基證券股份有限公司股務代理部","02-23892999","台北市中正區重慶南路一段2號5樓","安侯建業聯合會計師事務所","陳雅琳","黃明宏","EGAT","NO. 6, HANGZHAN S. RD.,DAYUAN DIST., TAOYUAN CITY, TAIWAN","03-3931045","spokesman@egat.com.tw","https://www.egat.com.tw/","陳啟民","財務部協理","03-3833268","IR@egat.com.tw","https://www.egat.com.tw/zh-hant/corporate-social-responsibility/stakeholders-and-issue-management/",
"15415013","2701","萬華企業股份有限公司","萬企","觀光餐旅","－","台北市峨嵋街52號",,"蔡茂昌","吳雅珍","蔡茂昌","董事長","梁鈺汶","(02)2375-3211","1958/02/26","1965/03/22","新台幣",,,,,,,,,,,,,,,,,"10.0000元",4499678380,449967838,0,0,"個別","每年","股東會","本公司股務科","(02)2381-3737","台北市中華路一段41號11樓","勤業眾信聯合會計師事務所","謝東儒","趙永祥","WANHWA","52 O MEI STREETTAIPEI,TAIWAN,R.O.C","(02)23315386","wanhwa.ltd@msa.hinet.net","www.wanhwa.com.tw","梁鈺汶","財務主管","02-23813737","www.wanhwa.com.tw","www.wanhwa.com.tw",
"75560601","2702","華園飯店股份有限公司","華園","觀光餐旅","－","高雄市苓雅區四維三路6號23樓B室",,"陳海尼","陳海尼","涂慶昇","特助","余素玲","07-2410123","1959/07/29","1965/02/14","新台幣",,,,,,,,,,,,,,,,,"10.0000元",1566132490,156613249,0,0,"合併","每年","董事會","國票綜合證券股份有限公司","02-25288988","10571台北市松山區南京東路五段188號15樓","資誠聯合會計師事務所","吳建志","廖阿甚","HG","Rm.B,23F.,No.6, Siwei 3rd RdKAOHSIUNG TAIWAN REPUBLIC OF CHINA","07-3308887","accounting@hotelhg.com.tw","www.hotelhg.com.tw","涂慶昇","特助","07-2410123#102","mark.tu@hotelhg.com.tw","www.hotelhg.com.tw",
"11636802","2704","國賓大飯店股份有限公司","國賓","觀光餐旅","－","臺北市中山區中山北路2段65巷9號2樓",,"許育瑞","許家堯","林興國","首席顧問","何仲仁","(02)2551-1111","1962/12/01","1982/11/10","新台幣",,,,,,,,,,,,,,,,,"10.0000元",3669233430,366923343,0,0,"合併","每年","股東會","中國信託商業銀行代理部","(02)6636-5566","台北市中正區重慶南路一段八十三號五樓","安永聯合會計師事務所","黃建澤","傅文芳","AMBH","2F., No. 9, Lane 65, Section 2, Zhongshan North Road,Taipei,Taiwan,R.O.C.","(02)2523-3358","stock@ambassador-hotels.com","www.ambassador-hotels.com","何仲仁","資深協理","(02)21002100#2862","jerry.ho@ambassador-hotels.com","http://investor.ambassador-hotels.com/stakeholder.htm",
"11081274","2705","六福開發股份有限公司","六福","觀光餐旅","－","新竹縣關西鎮仁安里拱子溝六十號",,"莊豐如","莊豐如","周柏丞","資深協理","黃晶怡","03-547-5665","1968/01/27","1988/12/24","新台幣",,,,,,,,,,,,,,,,,"10.0000元",1913128300,191312830,4776200,0,"合併","每年","股東會","兆豐證券(股)公司","02-3393-0898","台北市中正區忠孝東路二段95號1樓","安永聯合聯合會計師事務所","鄭清標","傅文芳","LEOFOO","NO. 60, Gungtzgou, Renan Li,Guanshi Jen, Hsinchu County, Taiwan","03-547-5366","IR.leofoo@leofoo.com.tw","http://www.leofoo.com.tw","周柏丞","資深協理","02-6615-6565","IR.leofoo@leofoo.com.tw","http://www.leofoo.com.tw",
"11587957","2706","第一華僑大飯店股份有限公司","第一店","觀光餐旅","－","台北市南京東路二段六十三號",,"顧安生","徐小華","顧安生","董事長","林秀美","25418234","1968/09/27","1991/06/25","新台幣",,,,,,,,,,,,,,,,,"10.0000元",4999983460,499998346,0,0,"個別","每年","股東會","第一華僑大飯店(股)股務課","23753211","北市中華路1段41號11樓","勤業眾信聯合會計師事務所","楊承修","馬偉峻","FIRST HOTEL","63 NANKING EAST RD. SEC. 2TAIPEI,TAIWAN","25812411","firsthotel@aptg.net","twfirsthotel.com.tw","林秀美","副總經理","0225418234","firsthotel@aptg.net","http://twfirsthotel.com.tw/relation.html",
"04268726","2707","晶華國際酒店股份有限公司","晶華","觀光餐旅","－","台北市中山北路2段39巷3號1-20樓",,"潘思亮","吳偉正","王文蘊","財務部副總經理","曹建南","(02)2523-8000","1976/07/07","1998/03/09","新台幣",,,,,,,,,,,,,,,,,"10.0000元",1274032380,127403238,0,0,"合併","每季","董事會","台新證券股務代理部","(02)2504-8125","台北市建國北路一段96號B1","資誠聯合會計師事務所","黃金連","李秀玲","GFRT","1-20F,3,Lane39,Chung Shan N. Rd. SEC.2,Taipei,Taiwan,R.O.C.","(02)2571-0807","joan.lien@regenttaiwan.com","https://www.silkshotelgroup.com/tw/","連美芳","股務主任","2522-8357","joan.lien@regenttaiwan.com","https://www.silkshotelgroup.com/tw/relationship",
"23986016","2712","遠雄悅來大飯店股份有限公司","遠雄來","觀光餐旅","－","974花蓮縣壽豐鄉鹽寮村山嶺18號",,"武祥生","沈建劭","陳惠芳","財務長","郭宗旻","(03)8123900","1991/01/15","2013/12/03","新台幣",,,,,,,,,,,,,,,,,"10.0000元",1050000000,105000000,0,0,"個別","每年","股東會","元大證券股份有限公司","(02)25863117","台北市承德路三段210號B1","資誠聯合會計師事務所","林佳鴻","蕭春鴛","FGH","No.18, Shanling, Yanliau Vil,Shoufeng TownshipHualien County 97449, Taiwan","(03)8123933","IR_HOTEL.hh@farglory-hotel.com.tw","https://www.farglory-hotel.com.tw","林淑媛","會計主管","(03)8123900#8360","00979.hh@farglory-hotel.com.tw","https://www.farglory-hotel.com.tw/investors/stakeholder/",
"12198180","2718","晶悅國際飯店股份有限公司","晶悅","建材營造","－","台北市松山區八德路三段30號7樓",,"鍾鼎興","劉書宏","夏美足","公司治理主管","黃清慧","02-2570-8800","1977/04/08","2011/03/29","新台幣",,,,,,,,,,,,,,,,,"10.0000元",875760000,87576000,15000000,0,"合併","每年","董事會","元大證券股份有限公司","02-2586-3117","台北市大同區承德路三段210號B1","資誠聯合會計師事務所","李秀玲","林鈞堯","PH","7F., No. 30, Sec. 3, Bade Rd., Songshan Dist.Taipei City , Taiwan","02-2570-9911","tiffany@pleasanthotels.com.tw","http://www.pleasanthotels.com.tw/zh-TW","夏美足","公司治理主管","02-2570-8800 #611","tiffany@pleasanthotels.com.tw","http://www.pleasanthotels.com.tw/zh-TW/investors",
"80355209","2719","台鋼燦星國際旅行社股份有限公司","燦星旅","觀光餐旅","－","台北市中山區民生東路二段161、163號7樓",,"侯佑霖","殳蓁蓁","殳蓁蓁","總經理","待補","(02)8183-3888","2003/02/24","2012/02/24","新台幣",,,,,,,,,,,,,,,,,"10.0000元",687421000,68742100,60581954,0,"合併","每年","股東會","統一綜合證券股份有限公司","(02)2747-8266","台北市松山區東興路8號B1","資誠聯合會計師事務所","田中玉","徐惠榆","Star Travel","7F., No. 161、163, Sec. 2, Minsheng E. Rd., Zhongshan Dist.Taipei City, Taiwan","(02)2796-6168","-","www.startravel.com.tw","NA","NA","NA","NA","www.startravel.com.tw",
"89434676","2722","夏都國際開發股份有限公司","夏都","觀光餐旅","－","屏東縣恆春鎮網紗里環城北路218巷15號",,"陳協同","王慶祺","陳重憲","副董事長","王慶祺","08-8862377","1995/09/27","2012/03/14","新台幣",,,,,,,,,,,,,,,,,"10.0000元",1182143380,118214338,0,0,"合併","每年","股東會","統一綜合證券股份有限公司","02-27463797","台北市松山區東興路8號B1樓","勤業眾信會計師事務所","廖鴻儒","楊朝欽","Chateau","No.15, Ln. 218, Huancheng North Rd., Hengchun TownshipPingtung Hsieng, Taiwan 946, R.O.C.","08-8862482","chateau.stock@ktchateau.com.tw","www.chateau-hotels.com.tw","張曉雯","財務長","06-2918188","chateau.stock@ktchateau.com.tw","www.chateau-hotels.com.tw/sustainability/index.php?index_id=30",
"39682101","2723","開曼美食達人股份有限公司","美食-KY","觀光餐旅","KY","台中市南屯區工業23路35號",,"吳政學","吳政學","李翰霖","副總經理","傅柏翔","(04)3503-9090","2008/09/26","2010/11/22","新台幣",,,,,,,,,,,,,,,,,"10.0000元",1800000000,180000000,0,0,"合併","每年","董事會","元大證券股份有限公司","(02)2586-5859","台北市承德路三段210號B1與B2","勤業眾信聯合會計師事務所","呂宜真","謝明忠","Gourmet","No. 35, 23rd., Nantun DistrictTaichung City R.O.C.","(04)2350-7570","stock@85cafe.com","http://www.85cafe.com","李翰霖","副總經理","(02)2657-6685","stock@85cafe.com","http://www.85cafe.com",
"28982799","2724","藝舍國際創新股份有限公司","藝舍-KY","觀光餐旅","KY","台北市中山區南京東路三段65號8樓",,"賴運興","侯嘉禎","侯嘉禎","總經理","陳誌原","(02)5572-0798","2002/01/15","2012/05/29","新台幣",,,,,,,,,,,,,,,,,"10.0000元",596563450,59656345,40570200,0,"合併","每年","股東會","第一金證券股份有限公司","(02)2563-5711","台北市大安區安和路一段27號六樓","資誠聯合會計師事務所","黃金連","賴宗羲","AAGD-KY","8F., No.65, Sec. 3, Nanjing E. Rd., Zhongshan Dist.,Taipei City 104, Taiwan (R.O.C.)","(02)2712-7877","investors@aagd.com.tw","www.fxhotelsgroup.com","侯嘉禎","總經理","(02)5572-0798","investors@aagd.com.tw","www.fxhotelsgroup.com/investors.aspx",
